x,y
0.154536623055135,0.308409925006242
0.175968151602218,0.34617896481686
0.14091428845036,0.48869593247318
0.265103782744921,0.604523944420711
0.232523606144531,0.669098121974149
0.267917326516469,0.667687809388807
0.272276735137885,0.745290987538438
0.391814237425343,0.735634453588812
0.382217387797125,0.829183972062921
0.441070042620418,0.793627781390392
0.568011193498117,0.834012781264224
0.625168759655423,0.796462082343673
0.609898502672739,0.768115670560257
0.583227244420633,0.800302294342899
0.68886086455113,0.742555902221876
0.639717083452867,0.722564109668673
0.671044445432993,0.617369413904846
0.691423306145991,0.564576579600429
0.695895475416701,0.675695684903564
0.71602149800427,0.540233622608698
0.752733440880617,0.514375691242636
0.729492363304786,0.456890593498772
0.736883080794131,0.349397945429424
0.77127004165422,0.364679549394704
0.799066839391253,0.294273268349394
0.760745017155331,0.326504144587064
0.762497915106045,0.212495257471089
0.803358372740008,0.273908370832462
0.771885633838924,0.372220846027327
0.739492589932376,0.436158069989613
0.695892621235905,0.556214796391638
0.706997446998976,0.594582450110547
0.685760153613754,0.700759504413471
0.660216148700804,0.668658112509992
0.648719644280513,0.738603351861432
0.533149980867348,0.788975977179703
0.599746671201993,0.877751717881854
0.530851281010325,0.859517729582636
0.544049587893861,0.822114051391537
0.523343889303973,0.842523216140878
0.412318646421401,0.815980382861591
0.395316039192355,0.794896807275092
0.397423991661803,0.750626329427183
0.352888987612977,0.681181150936685
0.288417898131958,0.713234025339472
0.293847857003358,0.60332516030388
0.294047893385034,0.580241950552842
0.216607547041106,0.534369155443235
0.190402974253409,0.399549829285467
0.170765323062314,0.365379099278263
0.136553617539703,0.357141627250436
0.169355985735045,0.319241917353383
0.190840018630817,0.243121754677152
0.179079607114685,0.32904518657562
0.090048198181025,0.247458296035226
0.077872430673625,0.219279603070069
0.073180188007555,0.185867695209401
0.09828717106056,0.131744063836645
0.059877679599803,0.022600991958067
0.016896347901213,0.100897962520692
0.04196467433208,0.052382123712282
0.060350003394078,0.090845617993992
0.076068883091182,0.089738511676056
0.020026534078196,0.224236760866313
0.168170884189811,0.192014144200856
0.131207063612478,0.337973754310489
0.242225573515862,0.379800169366602
0.255166762579263,0.477284198993767
0.198173071838678,0.522641045821713
0.285702811953834,0.535776507942107
0.306990845577155,0.611045449117335
0.288564758410409,0.619098322455631
